Sale price,Regular price,SKU,Name,Short description,Description,Categories,Images
62.95,69.95,PZ49K-B0359-RJ / YAris,Toyota Yaris 2013-2020 Rubber Floor Mats,,"Toyota Yaris 2013 – 2020 Rubber floor mats full set
Suitable for the Toyota Yaris 2013 – 2020
Please email if you are unsure about fitment.
Toyota part number – PZ49K-B0359-RJ
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please click here to contact us.
Facebook user? Click here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online. We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/Rubber-mats.jpg
62.95,69.95,PZ49K-B0357-RJ / Yaris,Toyota Yaris 2013-2020 Rubber Floor Mats,,"Toyota Yaris 2013-Present Rubber Floor Mats
Suitable for the Toyota Yaris 2011 – 2014
Toyota part number –  PZ49K-B0357-RJ
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please click here to contact us.
Facebook user? Click here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online. We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",
62.95,69.95,PZ49KB035BRJ / 3064,Toyota Yaris 2013-2020 Rubber Floormats,,"Toyota Yaris 2013-Present Rubber Floormats
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PZ49KB035BRJ
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Rubber Floormats PZ49KB035BRJ  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ49K-B035B-RJ_T_1.jpeg
62.95,69.95,PZ49KB0359RJ / 3062,Toyota Yaris 2013-2020 Rubber Floormats,,"Toyota Yaris 2013-Present Rubber Floormats
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PZ49KB0359RJ
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Rubber Floormats PZ49KB0359RJ  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ49K-B0359-RJ_T_1.jpeg
65.92,73.25,PZ49S02EA0EU / 3176,Toyota Yaris 2013-2020 Safety Kit For Uk,,"Toyota Yaris 2013-Present Safety Kit For Uk
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PZ49S02EA0EU
Black
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Safety Kit For Uk PZ49S02EA0EU  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ49S-02EA0-EU_T_1.jpeg
67.06,74.51,PW382-0D004 / Yaris,Toyota Yaris 2013-2020 Scuff Plates – Double Black Line Theme,,"Toyota Yaris 2013-2020 Scuff Plates – Double Black Line Theme
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-2020
Please email if you are unsure about fitment.
Toyota part number – PW382-0D004 (For the front doors only)
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user? Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Scuff Plates – Double Black Line Theme PW3820D004 We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PW382-0D004_T_1.jpeg
67.06,74.51,PW3820D003 / 843,Toyota Yaris 2013-2020 Scuff Plates – Sports Theme Red Line,,"Toyota Yaris 2013-Present Scuff Plates – Sports Theme Red Line
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PW3820D003
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Scuff Plates – Sports Theme Red Line PW3820D003  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PW382-0D003_T_1.jpeg
34.91,37.74,PW60900001CA / 1271,Toyota Yaris 2013-2020 Shark Fin Antenna,,"Toyota Yaris 2013-Present Shark Fin Antenna
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PW60900001CA
With its smooth aerodynamic contours, the shark fin antenna adds an unmistakable extra touch of hi-tech styling to your car. It supports AM/FM reception and the compact profile is perfectly adapted to mechanised car washes and low roofed garages.
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Shark Fin Antenna PW60900001CA  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PW609-00001-CA_T_1.jpeg
34.91,37.74,PW60900001BA / 1270,Toyota Yaris 2013-2020 Shark Fin Antenna – 1F7 Silver Metallic,,"Toyota Yaris 2013-Present Shark Fin Antenna – 1F7 Silver Metallic
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PW60900001BA
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Shark Fin Antenna – 1F7 Silver Metallic PW60900001BA  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PW609-00001-BA_T_1.jpeg
26.95,29.14,PW60900003 / 1274,Toyota Yaris 2013-2020 Shark Fin Antenna – Black Grained,,"Toyota Yaris 2013-Present Shark Fin Antenna – Black Grained
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PW60900003
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Shark Fin Antenna – Black Grained PW60900003  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PW609-00003_T_1.jpeg
193.33,209.00,PZ415B2492ZB / 1789,Toyota Yaris 2013-2020 Side Garnish,,"Toyota Yaris 2013-Present Side Garnish
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PZ415B2492ZB
ABS painted
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Side Garnish PZ415B2492ZB  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ415-B2492-ZB_T_1.jpeg
62.32,69.24,PZ415B185000 / 1786,Toyota Yaris 2013-2020 Side Mouldings,,"Toyota Yaris 2013-Present Side Mouldings
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PZ415B185000
PP + EPDM
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Side Mouldings PZ415B185000  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ415-B1850-00_T_1.jpeg
62.32,69.24,PZ415B285000 / 1796,Toyota Yaris 2013-2020 Side Mouldings,,"Toyota Yaris 2013-Present Side Mouldings
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PZ415B285000
PP + EPDM
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Side Mouldings PZ415B285000  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ415-B2850-00_T_1.jpeg
137.83,149.00,PW1560D000 / 567,Toyota Yaris 2013-2020 Side Sills – Carbon,,"Toyota Yaris 2013-Present Side Sills – Carbon
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PW1560D000
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Side Sills – Carbon PW1560D000  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PW156-0D000_T_1.jpeg
188.10,209.00,PZ415B2491ZB / 1787,Toyota Yaris 2013-2020 Side Sills – Chrome,,"Toyota Yaris 2013-Present Side Sills – Chrome
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PZ415B2491ZB
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Side Sills – Chrome PZ415B2491ZB  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ415-B2491-ZB_T_1.jpeg
193.33,209.00,PZ415B2496ZB / 1793,Toyota Yaris 2013-2020 Side Sills – Piano Black With Blue 8X2 Insert,,"Toyota Yaris 2013-Present Side Sills – Piano Black With Blue 8X2 Insert
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PZ415B2496ZB
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Side Sills – Piano Black With Blue 8X2 Insert PZ415B2496ZB  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ415-B2496-ZB_T_1.jpeg
193.33,209.00,PZ415B2497ZB / 1794,Toyota Yaris 2013-2020 Side Sills – Piano Black With Lime Green Insert,,"Toyota Yaris 2013-Present Side Sills – Piano Black With Lime Green Insert
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PZ415B2497ZB
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Side Sills – Piano Black With Lime Green Insert PZ415B2497ZB  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ415-B2497-ZB_T_1.jpeg
193.33,209.00,PZ415B2495ZB / 1792,Toyota Yaris 2013-2020 Side Sills – Piano Black With Red 3P0 Insert,,"Toyota Yaris 2013-Present Side Sills – Piano Black With Red 3P0 Insert
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PZ415B2495ZB
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Side Sills – Piano Black With Red 3P0 Insert PZ415B2495ZB  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ415-B2495-ZB_T_1.jpeg
71.22,79.13,PZ415B1491ZB / 1783,Toyota Yaris 2013-2020 Side Sills Chrome,,"Toyota Yaris 2013-Present Side Sills Chrome
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PZ415B1491ZB
ABS
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Side Sills Chrome PZ415B1491ZB  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ415-B1491-ZB_T_1.jpeg
91.58,99.00,PW4680D100DC / 1023,Toyota Yaris 2013-2020 Side Sills Insert – 3P0,,"Toyota Yaris 2013-Present Side Sills Insert – 3P0
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PW4680D100DC
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Side Sills Insert – 3P0 PW4680D100DC  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PW468-0D100-DC_T_1.jpeg
54.90,61.00,PW4680D100JC / 1025,Toyota Yaris 2013-2020 Side Sills Insert – 8X2,,"Toyota Yaris 2013-Present Side Sills Insert – 8X2
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PW4680D100JC
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Side Sills Insert – 8X2 PW4680D100JC  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PW468-0D100-JC_T_1.jpeg
91.58,99.00,PW4680D100GF / 1024,Toyota Yaris 2013-2020 Side Sills Insert – Lime Green,,"Toyota Yaris 2013-Present Side Sills Insert – Lime Green
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PW4680D100GF
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Side Sills Insert – Lime Green PW4680D100GF  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PW468-0D100-GF_T_1.jpeg
193.33,209.00,PZ415B2493ZB / 1790,Toyota Yaris 2013-2020 Side Sills Piano Black/Chrome,,"Toyota Yaris 2013-Present Side Sills Piano Black/Chrome
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PZ415B2493ZB
ABS painted
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Side Sills Piano Black/Chrome PZ415B2493ZB  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ415-B2493-ZB_T_1.jpeg
193.33,209.00,PZ415B2494ZB / 1791,Toyota Yaris 2013-2020 Side Sills Piano Black/Satin Chrome,,"Toyota Yaris 2013-Present Side Sills Piano Black/Satin Chrome
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PZ415B2494ZB
ABS painted
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Side Sills Piano Black/Satin Chrome PZ415B2494ZB  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ415-B2494-ZB_T_1.jpeg
8.56,9.52,PZ406986702N / 1581,Toyota Yaris 2013-2020 Small Centre Cap – Grey Metallic 1G2,,"Toyota Yaris 2013-Present Small Centre Cap – Grey Metallic 1G2
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PZ406986702N
An eye catching colour accent with Toyota logo to complement the unique character of your Toyota Yaris.
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Small Centre Cap – Grey Metallic 1G2 PZ406986702N  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ406-98670-2N_T_1.jpeg
7.38,8.20,PZ406986702P / 1582,Toyota Yaris 2013-2020 Small Centre Cap – Grey Metallic 1G3,,"Toyota Yaris 2013-Present Small Centre Cap – Grey Metallic 1G3
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PZ406986702P
An eye catching colour accent with Toyota logo to complement the unique character of your Toyota Yaris.
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Small Centre Cap – Grey Metallic 1G3 PZ406986702P  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ406-98670-2P_T_1.jpeg
9.42,10.19,PZ406986702B / 1566,Toyota Yaris 2013-2020 Small Centre Cap Black 11Bk01,,"Toyota Yaris 2013-Present Small Centre Cap Black 11Bk01
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PZ406986702B
An eye catching colour accent with Toyota logo to complement the unique character of Aygo.
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Small Centre Cap Black 11Bk01 PZ406986702B  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ406-98670-2B_T_1.jpeg
8.56,9.52,PZ406986702K / 1578,Toyota Yaris 2013-2020 Small Centre Cap Blue 8X2,,"Toyota Yaris 2013-Present Small Centre Cap Blue 8X2
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PZ406986702K
An eye catching colour accent with Toyota logo to complement the unique character of your Toyota Yaris.
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Small Centre Cap Blue 8X2 PZ406986702K  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ406-98670-2K_T_1.jpeg
7.38,8.20,PZ406986702R / 1584,Toyota Yaris 2013-2020 Small Centre Cap Glacier Pearl White 084,,"Toyota Yaris 2013-Present Small Centre Cap Glacier Pearl White 084
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PZ406986702R
An eye catching colour accent to complement the unique character of your car.
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Small Centre Cap Glacier Pearl White 084 PZ406986702R  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ406-98670-2R_T_1.jpeg
7.38,8.20,PZ406986702Q / 1583,Toyota Yaris 2013-2020 Small Centre Cap Light Blue 8S7,,"Toyota Yaris 2013-Present Small Centre Cap Light Blue 8S7
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PZ406986702Q
An eye catching colour accent to complement the unique character of your car.
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Small Centre Cap Light Blue 8S7 PZ406986702Q  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ406-98670-2Q_T_1.jpeg
9.26,10.28,PZ406986702M / 1580,Toyota Yaris 2013-2020 Small Centre Cap Red Mc 3T3,,"Toyota Yaris 2013-Present Small Centre Cap Red Mc 3T3
Picture is for illustration purposes only.
Suitable for the Toyota Yaris 2013-Present 
Please email if you are unsure about fitment.
Toyota part number – PZ406986702M
An eye catching colour accent to complement the unique character of your Toyota Yaris.
Genuine Toyota part. Secure online payment.
Any questions or to confirm this item is correct, please Click Here to contact us.
Facebook user?  Click Here to view our Facebook page
Toyotapartsdirect provide 100% quality assured Toyota spare parts.
Our spare parts are genuine and fully backed by the manufacturers 12 MONTH warranty.
Contact us for more details on Toyota parts, accessories and merchandise online.
Toyota Yaris 2013-Present Small Centre Cap Red Mc 3T3 PZ406986702M  We will contact you once an order is placed to inform if the item is in stock or not.","Accessories,Toyota Yaris,Yaris Mk 3 (2013-2020)",https://toyotadirectparts.co.uk/wp-content/uploads/PZ406-98670-2M_T_1.jpeg
